Bid ID,Client,Sector,Budget,Score (%),Outcome,Response Time (hrs),Compliance %,Doc Pages,Gaps Found,Bid Manager,Submission Date,Budget_M,Submission_Month,Submission_Quarter
BID-0454,NBP,Construction,PKR 454.2M,62,Loss,110,58,232,4,Tariq Mehmood,2025-07-03,454.2,7,3
BID-0455,NBP,Education,PKR 289.9M,60,Loss,56,74,338,5,Nadia Ahmed,2025-11-15,289.9,11,4
BID-0456,PTCL,Telecom,PKR 334.4M,73,Loss,87,64,256,1,Asif Khan,2025-05-11,334.4,5,2
BID-0457,PSO,Education,PKR 276.5M,75,Win,69,78,363,4,Nadia Ahmed,2025-12-29,276.5,12,4
BID-0458,PAF,Telecom,PKR 433.6M,81,Win,38,89,251,2,Usman Raza,2025-02-18,433.6,2,1
BID-0459,NDMA,Telecom,PKR 369.6M,86,Win,119,80,70,4,Tariq Mehmood,2025-02-24,369.6,2,1
BID-0460,NBP,Finance,PKR 265.4M,65,Win,79,91,225,5,Bilal Sheikh,2025-06-03,265.4,6,2
BID-0461,OGDCL,Logistics,PKR 435.4M,77,Win,108,92,97,2,Hira Noor,2025-12-21,435.4,12,4
BID-0462,NESPAK,Healthcare,PKR 130.2M,64,Loss,165,75,293,4,Nadia Ahmed,2025-07-19,130.2,7,3
BID-0463,CDA,Telecom,PKR 87.1M,63,Loss,166,94,31,1,Tariq Mehmood,2025-11-04,87.1,11,4
BID-0464,NDMA,Energy,PKR 88.6M,90,Loss,88,93,390,2,Nadia Ahmed,2025-12-22,88.6,12,4
BID-0465,NESPAK,Telecom,PKR 173.7M,84,Win,68,75,154,4,Kamran Ali,2025-04-28,173.7,4,2
BID-0466,CDA,Telecom,PKR 127.0M,71,Loss,127,64,139,1,Faiza Iqbal,2025-09-20,127.0,9,3
BID-0467,SBP,Telecom,PKR 465.7M,99,Win,138,92,115,1,Bilal Sheikh,2025-02-15,465.7,2,1
BID-0468,PEMRA,Finance,PKR 61.9M,65,Loss,168,58,149,0,Faiza Iqbal,2025-10-29,61.9,10,4
BID-0469,PTCL,Logistics,PKR 352.5M,46,Loss,169,99,156,3,Zara Hussain,2025-12-22,352.5,12,4
BID-0470,NDMA,Finance,PKR 102.7M,54,Loss,56,74,284,3,Nadia Ahmed,2025-07-08,102.7,7,3
BID-0471,BISP,Construction,PKR 442.0M,50,Loss,162,71,212,4,Zara Hussain,2025-11-06,442.0,11,4
BID-0472,PSO,Finance,PKR 481.0M,79,Loss,30,61,45,2,Sara Malik,2025-11-14,481.0,11,4
BID-0473,HEC,Energy,PKR 238.1M,61,Loss,157,58,91,3,Nadia Ahmed,2025-05-09,238.1,5,2
BID-0474,PIMS,Energy,PKR 440.7M,64,Loss,97,83,398,6,Tariq Mehmood,2025-02-18,440.7,2,1
BID-0475,NESPAK,Finance,PKR 12.5M,70,Win,96,68,187,2,Bilal Sheikh,2025-01-25,12.5,1,1
BID-0476,PTCL,Logistics,PKR 411.8M,63,Loss,21,57,297,2,Zara Hussain,2025-09-23,411.8,9,3
BID-0477,OGDCL,Education,PKR 122.0M,74,Win,83,78,64,2,Nadia Ahmed,2025-04-28,122.0,4,2
BID-0478,PSO,Healthcare,PKR 455.3M,49,Loss,54,91,296,4,Sara Malik,2025-05-24,455.3,5,2
BID-0479,SBP,Logistics,PKR 10.5M,77,Win,26,70,93,1,Faiza Iqbal,2025-07-19,10.5,7,3
BID-0480,PAF,Finance,PKR 282.5M,68,Win,104,58,79,4,Tariq Mehmood,2025-06-06,282.5,6,2
BID-0481,PIA,Telecom,PKR 380.8M,58,Loss,165,78,284,3,Kamran Ali,2025-12-14,380.8,12,4
BID-0482,SBP,IT Services,PKR 136.8M,93,Win,86,88,178,3,Nadia Ahmed,2025-05-14,136.8,5,2
BID-0483,PEMRA,Healthcare,PKR 104.6M,77,Win,61,84,354,5,Kamran Ali,2025-05-28,104.6,5,2
BID-0484,HEC,Healthcare,PKR 51.2M,50,Loss,137,72,333,3,Usman Raza,2025-12-02,51.2,12,4
BID-0485,PIMS,Energy,PKR 170.0M,55,Loss,144,73,305,1,Bilal Sheikh,2025-03-12,170.0,3,1
BID-0486,ERRA,Healthcare,PKR 284.3M,79,Loss,43,85,386,1,Nadia Ahmed,2025-08-21,284.3,8,3
BID-0487,ERRA,Finance,PKR 66.8M,67,Win,65,73,201,3,Asif Khan,2025-11-30,66.8,11,4
BID-0488,NEPRA,Telecom,PKR 194.6M,66,Win,38,73,446,5,Sara Malik,2025-10-26,194.6,10,4
BID-0489,BISP,Telecom,PKR 14.4M,53,Loss,87,76,230,4,Zara Hussain,2025-06-03,14.4,6,2
BID-0490,NESPAK,Construction,PKR 411.2M,45,Loss,121,78,422,2,Asif Khan,2025-03-31,411.2,3,1
BID-0491,CDA,Telecom,PKR 72.9M,68,Win,61,99,353,7,Usman Raza,2025-11-30,72.9,11,4
BID-0492,PIA,Logistics,PKR 148.8M,79,Win,51,66,64,0,Bilal Sheikh,2025-07-18,148.8,7,3
BID-0493,NESPAK,Telecom,PKR 19.0M,58,Loss,128,84,245,4,Faiza Iqbal,2025-06-10,19.0,6,2
BID-0494,NBP,Energy,PKR 221.8M,75,Win,55,92,94,2,Tariq Mehmood,2025-01-26,221.8,1,1
BID-0495,Jazz,Telecom,PKR 421.7M,80,Win,116,85,37,3,Kamran Ali,2025-05-01,421.7,5,2
BID-0496,SBP,Construction,PKR 202.2M,56,Loss,150,90,330,1,Usman Raza,2025-10-28,202.2,10,4
BID-0497,PEMRA,IT Services,PKR 98.0M,64,Win,92,73,372,3,Zara Hussain,2025-07-31,98.0,7,3
BID-0498,PAF,Finance,PKR 379.3M,71,Loss,155,99,361,1,Tariq Mehmood,2025-03-04,379.3,3,1
BID-0499,WAPDA,Energy,PKR 396.5M,70,Win,116,90,105,3,Faiza Iqbal,2025-03-09,396.5,3,1
BID-0500,PIA,Logistics,PKR 95.1M,55,Loss,142,84,203,6,Zara Hussain,2025-09-10,95.1,9,3
